0
0
0
22
170
526
1088
1926
2827
3718
4538
5234
6100
7000
7837
8549
9208
9818
10505
11425
12377
13610
14976
16298
17580
18733
20025
21245
22564
23859
25261
26295
27453
28884
30390
32093
33343
34961
36532
38410
40474
43014
45367
47936
51586
55683
59510
64103
68758
72609
75853
78252
80216
81716
82743
84137
85096
85839
86762
87739
88656
89452
90126
90830
91559
92112
92921
93451
93975
94128
94429
81165
