16
140
1111
5823
14926
27818
40834
56244
75997
96615
120702
152537
187141
233811
289267
350021
414465
490606
572630
669714
763137
853132
930372
996046
1064681
1142794
1220222
1279557
1340087
1419728
1503376
1592863
1690711
1789846
1902538
2019370
2146666
2306203
2481226
2687251
2968303
3265944
3539284
3843825
4233061
4606650
4936748
5219277
5505023
5707841
5862760
5992143
6094456
6175202
6258773
6340157
6422646
6506223
6604928
6697606
6786148
6861421
6923918
6970766
7007962
7035512
7057693
7075331
7091295
7105639
7127902
6137922
